==== START logs for container cert-manager of pod cert-manager/cert-manager-6f469f86bd-hfbfh ====
I0714 00:25:01.207316       1 start.go:75] cert-manager "msg"="starting controller"  "git-commit"="527537d" "version"="1.7.1"
W0714 00:25:01.207442       1 client_config.go:617] Neither --kubeconfig nor --master was specified.  Using the inClusterConfig.  This might not work.
I0714 00:25:01.208205       1 controller.go:302] cert-manager/controller/build-context "msg"="configured acme dns01 nameservers" "nameservers"=["10.96.5.5:53"] 
I0714 00:27:21.526530       1 controller.go:161] cert-manager/certificates-issuing "msg"="re-queuing item due to optimistic locking on resource" "key"="verrazzano-system/system-tls-grafana" "error"="Operation cannot be fulfilled on certificates.cert-manager.io \"system-tls-grafana\": the object has been modified; please apply your changes to the latest version and try again"
I0714 00:27:33.249267       1 trigger_controller.go:181] cert-manager/certificates-trigger "msg"="Certificate must be re-issued" "key"="verrazzano-system/system-tls-kiali" "message"="Issuing certificate as Secret does not exist" "reason"="DoesNotExist"
I0714 00:27:33.249912       1 conditions.go:201] Setting lastTransitionTime for Certificate "system-tls-kiali" condition "Issuing" to 2022-07-14 00:27:33.249903416 +0000 UTC m=+152.078446431
I0714 00:27:33.249257       1 conditions.go:201] Setting lastTransitionTime for Certificate "system-tls-kiali" condition "Ready" to 2022-07-14 00:27:33.249245022 +0000 UTC m=+152.077788037
I0714 00:27:33.292651       1 controller.go:161] cert-manager/certificates-trigger "msg"="re-queuing item due to optimistic locking on resource" "key"="verrazzano-system/system-tls-kiali" "error"="Operation cannot be fulfilled on certificates.cert-manager.io \"system-tls-kiali\": the object has been modified; please apply your changes to the latest version and try again"
I0714 00:27:33.292748       1 trigger_controller.go:181] cert-manager/certificates-trigger "msg"="Certificate must be re-issued" "key"="verrazzano-system/system-tls-kiali" "message"="Issuing certificate as Secret does not exist" "reason"="DoesNotExist"
I0714 00:27:33.292766       1 conditions.go:201] Setting lastTransitionTime for Certificate "system-tls-kiali" condition "Issuing" to 2022-07-14 00:27:33.292761137 +0000 UTC m=+152.121304148
I0714 00:27:33.721057       1 conditions.go:261] Setting lastTransitionTime for CertificateRequest "system-tls-kiali-qq44d" condition "Approved" to 2022-07-14 00:27:33.721045599 +0000 UTC m=+152.549588614
I0714 00:27:33.772179       1 conditions.go:261] Setting lastTransitionTime for CertificateRequest "system-tls-kiali-qq44d" condition "Ready" to 2022-07-14 00:27:33.772165538 +0000 UTC m=+152.600708554
I0714 00:27:33.842764       1 conditions.go:190] Found status change for Certificate "system-tls-kiali" condition "Ready": "False" -> "True"; setting lastTransitionTime to 2022-07-14 00:27:33.842753619 +0000 UTC m=+152.671296614
I0714 00:27:33.875005       1 controller.go:161] cert-manager/certificates-issuing "msg"="re-queuing item due to optimistic locking on resource" "key"="verrazzano-system/system-tls-kiali" "error"="Operation cannot be fulfilled on certificates.cert-manager.io \"system-tls-kiali\": the object has been modified; please apply your changes to the latest version and try again"
I0714 00:27:33.988062       1 controller.go:161] cert-manager/certificates-key-manager "msg"="re-queuing item due to optimistic locking on resource" "key"="verrazzano-system/system-tls-kiali" "error"="Operation cannot be fulfilled on certificates.cert-manager.io \"system-tls-kiali\": the object has been modified; please apply your changes to the latest version and try again"
I0714 00:31:46.905448       1 conditions.go:190] Found status change for Certificate "keycloak-tls" condition "Ready": "True" -> "False"; setting lastTransitionTime to 2022-07-14 00:31:46.905437245 +0000 UTC m=+405.733980259
I0714 00:31:46.906422       1 trigger_controller.go:181] cert-manager/certificates-trigger "msg"="Certificate must be re-issued" "key"="keycloak/keycloak-tls" "message"="Fields on existing CertificateRequest resource not up to date: [spec.commonName]" "reason"="RequestChanged"
I0714 00:31:46.906536       1 conditions.go:201] Setting lastTransitionTime for Certificate "keycloak-tls" condition "Issuing" to 2022-07-14 00:31:46.90652766 +0000 UTC m=+405.735070676
I0714 00:31:46.976433       1 controller.go:161] cert-manager/certificates-trigger "msg"="re-queuing item due to optimistic locking on resource" "key"="keycloak/keycloak-tls" "error"="Operation cannot be fulfilled on certificates.cert-manager.io \"keycloak-tls\": the object has been modified; please apply your changes to the latest version and try again"
I0714 00:31:46.976855       1 trigger_controller.go:181] cert-manager/certificates-trigger "msg"="Certificate must be re-issued" "key"="keycloak/keycloak-tls" "message"="Fields on existing CertificateRequest resource not up to date: [spec.commonName]" "reason"="RequestChanged"
I0714 00:31:46.976896       1 conditions.go:201] Setting lastTransitionTime for Certificate "keycloak-tls" condition "Issuing" to 2022-07-14 00:31:46.976890897 +0000 UTC m=+405.805433908
I0714 00:31:47.103429       1 conditions.go:261] Setting lastTransitionTime for CertificateRequest "keycloak-tls-wxn2d" condition "Approved" to 2022-07-14 00:31:47.103415561 +0000 UTC m=+405.931958577
I0714 00:31:47.148821       1 conditions.go:261] Setting lastTransitionTime for CertificateRequest "keycloak-tls-wxn2d" condition "Ready" to 2022-07-14 00:31:47.148813285 +0000 UTC m=+405.977356288
I0714 00:31:47.267328       1 controller.go:161] cert-manager/certificates-readiness "msg"="re-queuing item due to optimistic locking on resource" "key"="keycloak/keycloak-tls" "error"="Operation cannot be fulfilled on certificates.cert-manager.io \"keycloak-tls\": the object has been modified; please apply your changes to the latest version and try again"
I0714 00:31:47.267656       1 conditions.go:190] Found status change for Certificate "keycloak-tls" condition "Ready": "False" -> "True"; setting lastTransitionTime to 2022-07-14 00:31:47.267648017 +0000 UTC m=+406.096191011
I0714 00:31:47.412402       1 controller.go:161] cert-manager/certificates-readiness "msg"="re-queuing item due to optimistic locking on resource" "key"="keycloak/keycloak-tls" "error"="Operation cannot be fulfilled on certificates.cert-manager.io \"keycloak-tls\": the object has been modified; please apply your changes to the latest version and try again"
I0714 00:31:47.412779       1 conditions.go:190] Found status change for Certificate "keycloak-tls" condition "Ready": "False" -> "True"; setting lastTransitionTime to 2022-07-14 00:31:47.412771209 +0000 UTC m=+406.241314219
E0723 03:20:54.959277       1 leaderelection.go:330] error retrieving resource lock kube-system/cert-manager-controller: rpc error: code = Unavailable desc = error reading from server: read tcp 168.254.5.2:51540->168.254.5.1:2379: read: connection timed out
==== END logs for container cert-manager of pod cert-manager/cert-manager-6f469f86bd-hfbfh ====
